2018-10-18 00:00:00,2.0,267,19617.0,60,37.0,1931.0
2018-10-18 00:00:00,1.0,267,1174290.0,21,47.0,89002.0
2018-10-18 00:00:00,2.0,267,626769.0,4,33.0,67900.0
2018-10-18 00:00:00,2.0,267,11644.0,73,35.0,1187.0
2018-10-18 00:00:00,3.0,267,472894.0,50,30.0,57542.0
2018-10-18 00:00:00,2.0,267,200983.0,59,55.0,13064.0
2018-10-18 00:00:00,2.0,267,123622.0,63,45.0,9845.0
2018-10-18 00:00:00,5.0,268,11595.0,65,24.0,1753.0
2018-10-18 00:00:00,1.0,268,18589.0,30,41.0,1647.0
2018-10-18 00:00:00,2.0,268,560389.0,4,32.0,63389.0
2018-10-18 00:00:00,3.0,268,1003543.0,2,32.0,111783.0
2018-10-18 00:00:00,4.0,268,39479.0,64,28.0,5040.0
2018-10-18 00:00:00,4.0,268,285143.0,17,23.0,45499.0
2018-10-18 00:00:00,2.0,268,454901.0,14,36.0,45595.0
2018-10-18 00:00:00,2.0,268,386908.0,67,45.0,31070.0
2018-10-18 00:00:00,2.0,268,131994.0,44,45.0,10451.0
2018-10-18 00:00:00,2.0,268,330144.0,49,43.0,27571.0
2018-10-18 00:00:00,1.0,268,93585.0,55,47.0,7182.0
2018-10-18 00:00:00,3.0,268,128683.0,8,24.0,19458.0
2018-10-18 00:00:00,1.0,268,230564.0,20,38.0,21855.0
2018-10-18 00:00:00,2.0,268,98925.0,29,45.0,7953.0
2018-10-18 00:00:00,3.0,269,1109723.0,2,30.0,131929.0
2018-10-18 00:00:00,2.0,269,306473.0,53,49.0,22408.0
2018-10-18 00:00:00,2.0,269,216328.0,9,35.0,22367.0
2018-10-18 00:00:00,2.0,269,479842.0,14,35.0,49028.0
2018-10-18 00:00:00,2.0,269,784639.0,28,44.0,63853.0
2018-10-18 00:00:00,2.0,269,153671.0,62,49.0,11350.0
2018-10-18 00:00:00,1.0,269,116704.0,74,65.0,6433.0
2018-10-18 00:00:00,5.0,269,26277.0,64,24.0,3992.0
2018-10-18 00:00:00,2.0,269,108339.0,55,42.0,9396.0
2018-10-18 00:00:00,3.0,269,138485.0,8,23.0,21257.0
2018-10-18 00:00:00,3.0,269,174786.0,33,41.0,15205.0
2018-10-18 00:00:00,2.0,269,401710.0,6,38.0,38416.0
2018-10-18 00:00:00,0.0,269,33705.0,60,46.0,2627.0
2018-10-18 00:00:00,2.0,269,295353.0,10,30.0,34896.0
2018-10-18 00:00:00,1.0,269,5685.0,72,38.0,542.0
2018-10-18 00:00:00,2.0,270,37441.0,31,49.0,2755.0
2018-10-18 00:00:00,1.0,270,54421.0,32,44.0,4495.0
2018-10-18 00:00:00,3.0,270,706049.0,39,33.0,76904.0
2018-10-18 00:00:00,4.0,270,324830.0,27,25.0,47289.0
2018-10-18 00:00:00,1.0,270,8835.0,61,41.0,779.0
2018-10-18 00:00:00,3.0,270,201007.0,69,39.0,18443.0
2018-10-18 00:00:00,4.0,270,11917.0,65,27.0,1606.0
2018-10-18 00:00:00,3.0,270,25657.0,30,33.0,2804.0
2018-10-18 00:00:00,2.0,270,499999.0,1,40.0,45263.0
2018-10-18 00:00:00,3.0,270,584232.0,48,35.0,59306.0
2018-10-18 00:00:00,3.0,270,320669.0,52,39.0,29903.0
2018-10-18 00:00:00,2.0,270,206560.0,9,35.0,21464.0
2018-10-18 00:00:00,1.0,270,121011.0,74,68.0,6438.0
2018-10-18 00:00:00,2.0,270,79599.0,54,43.0,6622.0
2018-10-18 00:00:00,3.0,270,218123.0,25,25.0,31180.0
2018-10-18 00:00:00,4.0,271,396877.0,13,25.0,57763.0
2018-10-18 00:00:00,2.0,271,168271.0,9,35.0,17499.0
2018-10-18 00:00:00,3.0,271,36185.0,64,29.0,4535.0
2018-10-18 00:00:00,1.0,271,5017.0,72,39.0,468.0
2018-10-18 00:00:00,1.0,271,350452.0,6,40.0,31754.0
2018-10-18 00:00:00,1.0,271,6523.0,61,44.0,539.0
2018-10-18 00:00:00,2.0,271,195732.0,10,32.0,22279.0
2018-10-18 00:00:00,2.0,271,772204.0,23,36.0,77170.0
2018-10-18 00:00:00,3.0,271,328391.0,68,26.0,45342.0
2018-10-18 00:00:00,2.0,271,271349.0,53,48.0,20279.0
2018-10-18 00:00:00,3.0,271,361350.0,52,39.0,32980.0
2018-10-18 00:00:00,2.0,271,236012.0,43,41.0,20520.0
2018-10-18 00:00:00,2.0,271,66986.0,54,43.0,5555.0
2018-10-18 00:00:00,2.0,271,587444.0,24,34.0,62076.0
2018-10-18 00:00:00,1.0,271,633875.0,36,52.0,44307.0
2018-10-18 00:00:00,3.0,272,305956.0,17,25.0,43666.0
2018-10-18 00:00:00,2.0,272,442763.0,14,35.0,45630.0
2018-10-18 00:00:00,1.0,272,435090.0,6,40.0,39640.0
2018-10-18 00:00:00,1.0,272,8824.0,61,40.0,795.0
2018-10-18 00:00:00,6.0,272,11866.0,65,24.0,1785.0
2018-10-18 00:00:00,2.0,272,272954.0,43,42.0,23632.0
2018-10-18 00:00:00,2.0,272,1052035.0,71,35.0,107568.0
2018-10-18 00:00:00,2.0,272,403136.0,70,40.0,36357.0
2018-10-18 00:00:00,3.0,272,646355.0,24,33.0,70951.0
2018-10-18 00:00:00,2.0,272,671884.0,5,41.0,58935.0
2018-10-18 00:00:00,2.0,272,197002.0,16,39.0,18396.0
2018-10-18 00:00:00,4.0,272,450614.0,51,25.0,63698.0
